product_name,category,num_reviews,rating,product_created,price_unit,,,,,
"I am Edible Mixed Berry Fruit Chews 20pk, Unit",edibles,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 25, 'label': 'each', 'onSale': False, 'originalPrice': 25}
Barbari Muse Herbal Spliff 2pk 1.2g,pre-roll,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
PAX Era,pull,2,5,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 20, 'label': 'each', 'onSale': False, 'originalPrice': 20}
"PAX 3 Smart Dry Herb Vaporizor, Unit",accessories,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 220, 'label': 'each', 'onSale': False, 'originalPrice': 220}
"510 Thread Vape Pen Battery, Unit",accessories,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
"Cannabis A Big Sisters' Guide, Unit",accessories,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
"Pax 3 Concentrate Insert, Unit",accessories,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 55, 'label': 'each', 'onSale': False, 'originalPrice': 55}
"Pax 3 Maintenance Kit, Unit",accessories,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 16, 'label': 'each', 'onSale': False, 'originalPrice': 16}
"Pax Concentrate Insert Lid and O-ring Replacement, Unit",accessories,0,0,10/27/2020,{'unit': 'unit', 'quantity': '1', 'price': 12, 'label': 'each', 'onSale': False, 'originalPrice': 12}
Punch Drunk,flower,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 50, 'label': '1/2 g', 'onSale': False, 'originalPrice': 50}
Cookies & Cream,flower,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Goji OG,flower,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1', 'price': 17, 'label': '1 g', 'onSale': False, 'originalPrice': 17}
Pink Snowman,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Caramel Apple Gelato,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Night Terror OG,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Abby's Road,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Citral Glue,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Ethos Glue,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Glue,flower,0,0,2/13/2021,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Lilac Diesel,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Nuke Em,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Rawtton,flower,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Star Killer,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Tutankhamon,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Sour Diesel,flower,0,0,12/4/2020,{'unit': 'ounce', 'quantity': '1/4', 'price': 95, 'label': '1/4 oz', 'onSale': False, 'originalPrice': 95}
Tahitian Punch,flower,0,0,3/8/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
WIFI OG 0.5g 3 Pack Pre-rolls,pre-roll,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 21, 'label': 'each', 'onSale': False, 'originalPrice': 21}
Apocalypto NR Cannagar 2g,pre-roll,0,0,1/27/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Pinky's Advice Pre-roll 1g,pre-roll,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Apex NR Cannagar 2g,pre-roll,0,0,3/20/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Breath Mints Pre-roll 1g,pre-roll,0,0,3/23/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Broze X ChemDi95 Pre-roll 1g,pre-roll,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Caramel Apple Gelato NR Cannagar 2g,pre-roll,0,0,3/20/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Cookie Dawg Pre-roll 1g,pre-roll,0,0,3/23/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Cookies & Cream NR Cannagar 2g,pre-roll,0,0,1/14/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Ethos Glue Pre-roll 1g,pre-roll,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
GG#4 NR Cannagar 2g,pre-roll,0,0,1/27/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Original Glue Pre-roll 1g,pre-roll,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Pink Snowman Pre-roll 1g,pre-roll,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Quattro Kush NR Cannagar 2g,pre-roll,0,0,3/20/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Rawtton Pre-roll 1g,pre-roll,0,0,2/12/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Rhubarb Pie Pre-Roll 1g,pre-roll,0,0,12/10/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Shark Shock NR Cannagar 2g,pre-roll,0,0,3/20/2021,{'unit': 'unit', 'quantity': '1', 'price': 45, 'label': 'each', 'onSale': False, 'originalPrice': 45}
Cookie Dawg 3.5g,pre-roll,0,0,3/23/2021,{'unit': 'unit', 'quantity': '1', 'price': 50, 'label': 'each', 'onSale': False, 'originalPrice': 50}
Apostrophe Dark Chocolate Bar,edibles,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 22, 'label': 'each', 'onSale': False, 'originalPrice': 22}
Apostrophe Milk Chocolate Bar,edibles,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 22, 'label': 'each', 'onSale': False, 'originalPrice': 22}
Apostrophe Tincture- Uplift,tincture,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 90, 'label': 'each', 'onSale': False, 'originalPrice': 90}
1906 Drops- Love 1:1 30 pieces,edibles,0,0,3/11/2021,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
Apostrophe Fruit Chews - Blood Orange 8 pack,edibles,0,0,3/2/2021,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
Apostrophe Fruit Chews - Green Apple 8 pack,edibles,0,0,3/2/2021,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
Incredibles Chocolate Cherry 1:1 CBD Bar,edibles,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
Incredibles Fruit Trio Tarts,edibles,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 25, 'label': 'each', 'onSale': False, 'originalPrice': 25}
Incredibles Mile High Mint Bar,edibles,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Incredibles Mint Chill,edibles,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Incredibles Strahhhberry 1:1 Gummies,edibles,0,0,1/20/2021,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
Levia Achieve Infused Seltzer- Raspberry Lime,drinks,0,0,2/17/2021,{'unit': 'unit', 'quantity': '1', 'price': 7, 'label': 'each', 'onSale': False, 'originalPrice': 7}
Levia Celebrate Infused Seltzer- Lemon Lime,drinks,0,0,2/17/2021,{'unit': 'unit', 'quantity': '1', 'price': 7, 'label': 'each', 'onSale': False, 'originalPrice': 7}
Margarita Chill- Lime 10 pack,edibles,0,0,3/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 14, 'label': 'each', 'onSale': False, 'originalPrice': 14}
Margarita Chill- Mango 10 pack,edibles,0,0,3/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 16, 'label': 'each', 'onSale': False, 'originalPrice': 16}
Margarita Chill- Strawberry 10 pack,edibles,0,0,3/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 16, 'label': 'each', 'onSale': False, 'originalPrice': 16}
Select Tropical Paradise Gummies,edibles,0,0,3/23/2021,{'unit': 'unit', 'quantity': '1', 'price': 35, 'label': 'each', 'onSale': False, 'originalPrice': 35}
Sweet Spots Hard Shell Chocolates 60pk,edibles,0,0,3/23/2021,{'unit': 'unit', 'quantity': '1', 'price': 21, 'label': 'each', 'onSale': False, 'originalPrice': 21}
Incredibles Chocolate Monkey Bar,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Sea Salt Chocolate DO Drops 40 pack,edibles,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 34, 'label': 'each', 'onSale': False, 'originalPrice': 34}
Jack Herer Airopro Cartridge REQUIRES AN AIROPRO DEVICE (sold separately).,concentrates,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Midnight Moon Airopro Cartridge REQUIRES AN AIROPRO DEVICE (sold separately).,concentrates,0,0,12/18/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Mystical Melody Airopro Cartridge REQUIRES AN AIROPRO DEVICE (sold separately).,concentrates,0,0,12/18/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Strawberry Cheesecake Airopro Cartridge 0.5g REQUIRES AN AIROPRO DEVICE (sold separately),concentrates,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Black Mamba Airopro Cartridge REQUIRES AN AIROPRO DEVICE (sold separately).,concentrates,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Clementine Airopro Cartridge REQUIRES AN AIROPRO DEVICE (sold separately).,concentrates,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Emerald City Cookies 1:1 D8:D9 Cartridge 0.5g,concentrates,0,0,3/23/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 65, 'label': '1/2 g', 'onSale': False, 'originalPrice': 65}
Lemon Meringue Sugar Wax 1g,concentrates,0,0,3/22/2021,{'unit': 'gram', 'quantity': '1', 'price': 65, 'label': '1 g', 'onSale': False, 'originalPrice': 65}
Maui Wowie NR Cartridge 0.5g,concentrates,0,0,12/20/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Nature’s Remedy Hybrid Blend Badder 1g,concentrates,0,0,3/23/2021,{'unit': 'gram', 'quantity': '1', 'price': 65, 'label': '1 g', 'onSale': False, 'originalPrice': 65}
Origyn Bride of Chuckie Wax 1g,concentrates,0,0,12/4/2020,,,,,,
Origyn Durban Poison Badder 1g,concentrates,0,0,3/5/2021,{'unit': 'gram', 'quantity': '1', 'price': 60, 'label': '1 g', 'onSale': False, 'originalPrice': 60}
Origyn Kitchen Grapes Wax 1g,concentrates,0,0,4/2/2021,{'unit': 'gram', 'quantity': '1', 'price': 60, 'label': '1 g', 'onSale': False, 'originalPrice': 60}
Phone Home Single Pen 0.3g,concentrates,0,0,12/23/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 40, 'label': '1/2 g', 'onSale': False, 'originalPrice': 40}
CBD Blue Dream Cartridge 1g,concentrates,0,0,4/3/2021,{'unit': 'gram', 'quantity': '1', 'price': 100, 'label': '1 g', 'onSale': False, 'originalPrice': 100}
Cheese Cartridge 0.5g,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Critical Jack Cartridge 1g,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 100, 'label': '1 g', 'onSale': False, 'originalPrice': 100}
Durban Cartridge 0.5g,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Purple Urkle Cartridge 0.5g,concentrates,0,0,12/4/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Cabin Fever Lubricant,topicals,0,0,2/2/2021,{'unit': 'unit', 'quantity': '1', 'price': 48, 'label': 'each', 'onSale': False, 'originalPrice': 48}
"Zig Zag 1 1/4"" Organic Hemp Rolling Papers",gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 4, 'label': 'each', 'onSale': False, 'originalPrice': 4}
"4"" USA Mini Raked Concentrate Water Pipe",gear,0,0,1/28/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
"Aerospaced by Higher Standards 4 Piece Grinder- Green 2.5""",gear,0,0,1/29/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
AiroPro Vaporizer- Emerald,gear,0,0,12/8/2020,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Formula 420 All Natural Cleaner 12oz.,gear,0,0,1/28/2021,{'unit': 'unit', 'quantity': '1', 'price': 16, 'label': 'each', 'onSale': False, 'originalPrice': 16}
"Giant Sherlock Pipe 15""",gear,0,0,1/28/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Higher Standards Glass Taster- Frosted,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
Marley Natural Glass & Walnut Spoon Pipe,gear,0,0,2/4/2021,{'unit': 'unit', 'quantity': '1', 'price': 60, 'label': 'each', 'onSale': False, 'originalPrice': 60}
Marley Natural Smoked Glass Spoon Pipe,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Marley Natural Smoked Glass Water Pipe,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 160, 'label': 'each', 'onSale': False, 'originalPrice': 160}
NR Logo CCELL Silo Battery,gear,0,0,12/23/2020,{'unit': 'unit', 'quantity': '1', 'price': 25, 'label': 'each', 'onSale': False, 'originalPrice': 25}
OMURA Device- Black,gear,0,0,2/11/2021,{'unit': 'unit', 'quantity': '1', 'price': 50, 'label': 'each', 'onSale': False, 'originalPrice': 50}
OMURA Device- Gold,gear,0,0,2/11/2021,{'unit': 'unit', 'quantity': '1', 'price': 50, 'label': 'each', 'onSale': False, 'originalPrice': 50}
OMURA Device- Rose Gold,gear,0,0,2/11/2021,{'unit': 'unit', 'quantity': '1', 'price': 50, 'label': 'each', 'onSale': False, 'originalPrice': 50}
PLEASE ORDER ON NATURESREMEDYMA.COM,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 4.2, 'label': 'each', 'onSale': False, 'originalPrice': 4.2}
RAW Unrefined Classic King Size Slim Rolling Paper,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 3, 'label': 'each', 'onSale': False, 'originalPrice': 3}
Revelry- The Confidant Small Bag,gear,0,0,3/2/2021,{'unit': 'unit', 'quantity': '1', 'price': 24, 'label': 'each', 'onSale': False, 'originalPrice': 24}
Revelry- The Stowaway,gear,0,0,3/2/2021,{'unit': 'unit', 'quantity': '1', 'price': 50, 'label': 'each', 'onSale': False, 'originalPrice': 50}
"Vibes Hemp Cones 1 1/4""",gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 4, 'label': 'each', 'onSale': False, 'originalPrice': 4}
Vibes King Size Slim Hemp Papers,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 3, 'label': 'each', 'onSale': False, 'originalPrice': 3}
"Vibes Rice Cones 1 1/4""",gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 4, 'label': 'each', 'onSale': False, 'originalPrice': 4}
"Vibes X Aerospaced Aluminum 2pc Grinder- Black 2.5""",gear,0,0,1/29/2021,{'unit': 'unit', 'quantity': '1', 'price': 22, 'label': 'each', 'onSale': False, 'originalPrice': 22}
Zig Zag Organic Hemp King Size Rolling Papers,gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 3, 'label': 'each', 'onSale': False, 'originalPrice': 3}
"Vibes Ultra Thin Cones 1 1/4""",gear,0,0,12/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 4, 'label': 'each', 'onSale': False, 'originalPrice': 4}
Purple Pineapple Express #4,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 55.02, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 55.02}
Gelato #33,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Killer Queen,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Banana Punch,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Berry Sherbert,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Chaos Kush,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Cranberry Blue #1,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Ghost Dawg,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
MTF,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Strawberry Glue,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Wedding Crasher,flower,0,0,2/7/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 49.35, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 49.35}
Cookie Wreck 1g - Wax,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
GG4 - 1g Badder,concentrates,0,0,2/9/2021,{'unit': 'gram', 'quantity': '1', 'price': 70.39, 'label': '1 g', 'onSale': False, 'originalPrice': 70.39}
Lemon Tree 1g - Badder,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 70.39, 'label': 'each', 'onSale': False, 'originalPrice': 70.39}
Pineapple Express .5g Vape Cart,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
9D4 R1 - Wax .5G,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 45.31, 'label': 'each', 'onSale': False, 'originalPrice': 45.31}
Crescendo - .5G Wax,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 45.31, 'label': 'each', 'onSale': False, 'originalPrice': 45.31}
Granddaddy Purple .5g Vape Carts,concentrates,0,0,3/27/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
Grape Goji .5g Vape Carts,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
Green Dream .5g Vape Cart,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
LA Kush Cake 1g Badder,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 75.24, 'label': 'each', 'onSale': False, 'originalPrice': 75.24}
Milk Monkey Live Hash Rosin .5g Disposable Vape,concentrates,0,0,2/9/2021,{'unit': 'unit', 'quantity': '1', 'price': 65.53, 'label': 'each', 'onSale': False, 'originalPrice': 65.53}
Night Terror .5g PAX POD : Rythm Relax,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
OG Kush .5g Cart,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
PAX POD - LA Confidential .5g,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
PAX POD 818 Headband Distillate Pod,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
Purple Punch .5g Vape Cart,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
Purple Punch 1g - Wax,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 65.53, 'label': 'each', 'onSale': False, 'originalPrice': 65.53}
Shatter- Tahoe OG - 1g,concentrates,0,0,2/7/2021,{'unit': 'gram', 'quantity': '1', 'price': 70.39, 'label': '1 g', 'onSale': False, 'originalPrice': 70.39}
Strawberry Banana .5g Distillate Cart,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
The House Special 1g - Wax,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 65.53, 'label': 'each', 'onSale': False, 'originalPrice': 65.53}
Wedding Cake - Distillate - Vape Cart.,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 65.53, 'label': 'each', 'onSale': False, 'originalPrice': 65.53}
White Chem 1g - Wax,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 65.53, 'label': 'each', 'onSale': False, 'originalPrice': 65.53}
"Feeling Comfort CBD 2:1 Tincture, Unit",concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
Feeling Energized Sativa Tincture,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 60.68, 'label': 'each', 'onSale': False, 'originalPrice': 60.68}
MXR - FOCUS,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 55.02, 'label': 'each', 'onSale': False, 'originalPrice': 55.02}
MXR- Harmonize,concentrates,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 55.02, 'label': 'each', 'onSale': False, 'originalPrice': 55.02}
No Flavor 900mg - THC Tincture,concentrates,0,0,2/9/2021,{'unit': 'unit', 'quantity': '1', 'price': 130.26, 'label': 'each', 'onSale': False, 'originalPrice': 130.26}
"Tincture MXR Propel, Unit",concentrates,0,0,3/21/2021,{'unit': 'unit', 'quantity': '1', 'price': 48.54, 'label': 'each', 'onSale': False, 'originalPrice': 48.54}
Peanut Budda Buddha,chocolates,1,5,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
Feel Relaxed Indica Tincture,tincture,6,4.333333333,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
IamEdible Fruit Chew - Blue Raspberry 5mg 20pk,gummies,1,4,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
Honey Stix,edibles,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 25.08, 'label': 'each', 'onSale': False, 'originalPrice': 25.08}
MIXED BERRY FRUIT CHEWS 20pk,edibles,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
"Peach Mango Fruit Chews 20pk, Unit",edibles,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
THC CHOCOLATE BAR,edibles,0,0,2/7/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
"Bay State Bar 20pc., Unit",edibles,0,0,3/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
BEDROCK BAR - WHITE CHOCOLATE,edibles,0,0,3/24/2021,{'unit': 'unit', 'quantity': '1', 'price': 30.74, 'label': 'each', 'onSale': False, 'originalPrice': 30.74}
