product_name,category,num_reviews,rating,product_created,price_unit,,,,,
"Koala Bar - Mint Chocolate Chip, 100mg",edibles,0,0,1/9/2019,{'unit': 'unit', 'quantity': '1', 'price': 14.95, 'label': 'each', 'onSale': False, 'originalPrice': 14.95}
"Koala Chocolate Bar - Apple Pie, 100mg",edibles,0,0,1/9/2019,{'unit': 'unit', 'quantity': '1', 'price': 14.95, 'label': 'each', 'onSale': False, 'originalPrice': 14.95}
Stratos 1:1 THC to CBD,edibles,0,0,2/17/2017,{'unit': 'unit', 'quantity': '1', 'price': 29.99, 'label': 'each', 'onSale': False, 'originalPrice': 29.99}
Full Melt 100mg Milk Chocolate Bar,chocolates,0,0,11/28/2020,{'unit': 'unit', 'quantity': '1', 'price': 14.95, 'label': 'each', 'onSale': False, 'originalPrice': 14.95}
NFuzed Gummies 1:1 50mgCBD/50mgTHC,gummies,0,0,3/6/2021,{'unit': 'unit', 'quantity': '1', 'price': 13.95, 'label': 'each', 'onSale': False, 'originalPrice': 13.95}
NFuzed Gummies 50:1 CBD:THC,gummies,0,0,3/6/2021,{'unit': 'unit', 'quantity': '1', 'price': 13.95, 'label': 'each', 'onSale': False, 'originalPrice': 13.95}
Dixie Chocolate Bar 100mg,edibles,0,0,2/17/2017,{'unit': 'unit', 'quantity': '1', 'price': 18.95, 'label': 'each', 'onSale': False, 'originalPrice': 18.95}
Strain Specific House Prerolls,pre-roll,0,0,3/5/2017,{'unit': 'unit', 'quantity': '1', 'price': 4.95, 'label': 'each', 'onSale': False, 'originalPrice': 4.95}
Eureka Infused Sativa Preroll,infused-pre-roll,0,0,4/2/2020,{'unit': 'gram', 'quantity': '1', 'price': 14.95, 'label': '1 g', 'onSale': False, 'originalPrice': 14.95}
Eureka Infused Indica Preroll,infused-pre-roll,0,0,4/2/2020,{'unit': 'gram', 'quantity': '1', 'price': 14.95, 'label': '1 g', 'onSale': False, 'originalPrice': 14.95}
$12.95/g Sale Concentrates,concentrates,0,0,4/2/2020,{'unit': 'gram', 'quantity': '1', 'price': 12.95, 'label': '1 g', 'onSale': False, 'originalPrice': 12.95}
$14.95/g Sale Concentrates,concentrates,0,0,4/2/2020,{'unit': 'gram', 'quantity': '1', 'price': 14.95, 'label': '1 g', 'onSale': False, 'originalPrice': 14.95}
Glacier Wax,live-resin,0,0,4/3/2020,{'unit': 'gram', 'quantity': '1', 'price': 44.95, 'label': '1 g', 'onSale': False, 'originalPrice': 44.95}
Clutch Shatter (Ultra Refined),shatter,0,0,1/20/2020,{'unit': 'gram', 'quantity': '1', 'price': 24.95, 'label': '1 g', 'onSale': False, 'originalPrice': 24.95}
Clutch Wax (Ultra Refined),budder,0,0,4/3/2020,{'unit': 'gram', 'quantity': '1', 'price': 24.95, 'label': '1 g', 'onSale': False, 'originalPrice': 24.95}
Green Leaf Concentrate,concentrates,0,0,1/20/2020,{'unit': 'gram', 'quantity': '1', 'price': 24.95, 'label': '1 g', 'onSale': False, 'originalPrice': 24.95}
El Sol Wax,budder,0,0,4/2/2020,{'unit': 'gram', 'quantity': '1', 'price': 24.95, 'label': '1 g', 'onSale': False, 'originalPrice': 24.95}
El Sol Shatter,shatter,0,0,9/16/2019,{'unit': 'gram', 'quantity': '1', 'price': 24.95, 'label': '1 g', 'onSale': False, 'originalPrice': 24.95}
Rockin' 1g Distillate Cartridge (SALE),cartridge,0,0,1/20/2020,{'unit': 'gram', 'quantity': '1', 'price': 34.95, 'label': '1 g', 'onSale': False, 'originalPrice': 34.95}
Rockin' 500mg Distillate Cartridge (SALE),cartridge,0,0,1/20/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 19.95, 'label': '1/2 g', 'onSale': False, 'originalPrice': 19.95}
The Clear Cartridges 500mg,cartridge,0,0,7/3/2017,{'unit': 'gram', 'quantity': '1/2', 'price': 39.99, 'label': '1/2 g', 'onSale': False, 'originalPrice': 39.99}
The Clear Disposable Pen 350mg,vape-pens,0,0,8/24/2017,{'unit': 'gram', 'quantity': '1/2', 'price': 34.99, 'label': '1/2 g', 'onSale': False, 'originalPrice': 34.99}
Clutch 500mg Sauce Cartridges,cartridge,0,0,11/15/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 24.95, 'label': '1/2 g', 'onSale': False, 'originalPrice': 24.95}
Clutch 500mg Sauce Cartridge,cartridge,0,0,11/15/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 19.95, 'label': '1/2 g', 'onSale': False, 'originalPrice': 19.95}
Barryaire,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Black D.O.G.,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Candy O.G.,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 45, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 45}
Chem 4,flower,0,0,12/1/2020,{'unit': 'gram', 'quantity': '1', 'price': 14, 'label': '1 g', 'onSale': False, 'originalPrice': 14}
Citrique,flower,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 14, 'label': '1 g', 'onSale': False, 'originalPrice': 14}
Dionysus,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 45, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 45}
Ghost of LeeRoy OG,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Ice Cream Man,flower,0,0,4/2/2021,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Lucinda Williams,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 45, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 45}
NF1,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/2', 'price': 125, 'label': '1/2 oz', 'onSale': False, 'originalPrice': 125}
Purple Sunset,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Seattle Soda,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 45, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 45}
Sour Diesel,flower,0,0,4/3/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 45, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 45}
Sour Tsunami,flower,0,0,4/1/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 45, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 45}
Stardawg,flower,0,0,4/2/2021,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Tahoe OG,flower,0,0,4/2/2021,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Cinderella 99,flower,0,0,4/3/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 55, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 55}
DoSiDo #22,flower,0,0,4/3/2021,{'unit': 'ounce', 'quantity': '1/8', 'price': 50, 'label': '1/8 oz', 'onSale': False, 'originalPrice': 50}
Jilly Bean,flower,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 14, 'label': '1 g', 'onSale': False, 'originalPrice': 14}
Jolly Rancher,flower,0,0,4/2/2021,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Mother of Grapes,flower,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 14, 'label': '1 g', 'onSale': False, 'originalPrice': 14}
Saturday Morning,flower,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 14, 'label': '1 g', 'onSale': False, 'originalPrice': 14}
Super Lemon Haze,flower,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 15, 'label': '1 g', 'onSale': False, 'originalPrice': 15}
Wicked Flo,flower,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 12, 'label': '1 g', 'onSale': False, 'originalPrice': 12}
Chaos Kush #3 PRC (IH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
Chillum Hash Plant D (IH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
Chillum Inzane In The Membrane (H),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
Chillum Platinum Cake (H),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 8, 'label': 'each', 'onSale': False, 'originalPrice': 8}
Citrique PR (H),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 7, 'label': 'each', 'onSale': False, 'originalPrice': 7}
Cookies N' Cream (IH),pre-roll,0,0,10/21/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Dionysus (S),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 35, 'label': 'each', 'onSale': False, 'originalPrice': 35}
Glueball (H),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Glueball Chillum (SH),pre-roll,0,0,10/21/2020,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
Intergalactic (H),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Jilly Bean PR (SH),pre-roll,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Mimosa (SH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 7, 'label': 'each', 'onSale': False, 'originalPrice': 7}
Morockin Kush PR (H),pre-roll,0,0,3/27/2021,{'unit': 'unit', 'quantity': '1', 'price': 14, 'label': 'each', 'onSale': False, 'originalPrice': 14}
Purple Sunset (IH) *Award Winning Strain*,pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
Sour Tsunami (1:1 CBD:THC) (SH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 14, 'label': 'each', 'onSale': False, 'originalPrice': 14}
Super Lemon Haze Blunt (SH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 17, 'label': 'each', 'onSale': False, 'originalPrice': 17}
Zsweet Inzanity (S),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
*Value* Sour Tsunami 1:1 (THC:CBD) PR,pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 100, 'label': 'each', 'onSale': False, 'originalPrice': 100}
Barryaire (IH),pre-roll,0,0,11/25/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Chillum 15' GSC (SH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
Chillum Seattle Soda (H),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 6, 'label': 'each', 'onSale': False, 'originalPrice': 6}
CrescendO Temple (IH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 8, 'label': 'each', 'onSale': False, 'originalPrice': 8}
GG4 PR 1g (H),pre-roll,0,0,4/4/2020,{'unit': 'unit', 'quantity': '1', 'price': 15, 'label': 'each', 'onSale': False, 'originalPrice': 15}
Value Ice Cream Man (IH),pre-roll,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 100, 'label': 'each', 'onSale': False, 'originalPrice': 100}
Badder SFV OG (S),concentrates,0,0,11/12/2020,{'unit': 'gram', 'quantity': '1', 'price': 70, 'label': '1 g', 'onSale': False, 'originalPrice': 70}
Dart Pod Wedding Cake 500mg (IH),concentrates,0,0,11/18/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Wax Lemon Drop (SH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 60, 'label': '1 g', 'onSale': False, 'originalPrice': 60}
Badder Apex Glue (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 70, 'label': '1 g', 'onSale': False, 'originalPrice': 70}
Cartridge 15'GSC 500mg (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Cartridge Flo 500mg (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 55, 'label': '1/2 g', 'onSale': False, 'originalPrice': 55}
Cartridge GG4 500mg (SH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Cartridge Jabba's Stash 500mg (I),concentrates,0,0,11/28/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Cartridge Mandarin Cookies 500mg (SH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 55, 'label': '1/2 g', 'onSale': False, 'originalPrice': 55}
Cartridge Red Dragon 500mg,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 55, 'label': '1/2 g', 'onSale': False, 'originalPrice': 55}
Cartridge Sour Pebbles (SH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 55, 'label': '1/2 g', 'onSale': False, 'originalPrice': 55}
Cartridge Tangie 500mg,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Cartridge W99 X Tangie 500mg D9:CBD (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 55, 'label': '1/2 g', 'onSale': False, 'originalPrice': 55}
Cartridge Wicked Cherry Cake THC/CBD 2:1 500mg,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 55, 'label': '1/2 g', 'onSale': False, 'originalPrice': 55}
DART Pod Clementine (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
DART Pod Pineapple Express,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
DART Pod Strawberry Cough (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Kief Killer Queen (H),concentrates,0,0,11/18/2020,{'unit': 'gram', 'quantity': '1', 'price': 30, 'label': '1 g', 'onSale': False, 'originalPrice': 30}
Live Resin Wappa 500mg,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 70, 'label': '1/2 g', 'onSale': False, 'originalPrice': 70}
Lucky Pair Emerald City Cookies D8:D9 2:1 500mg (Bundle),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 50, 'label': '1/2 g', 'onSale': False, 'originalPrice': 50}
Moonrocks Indica (I),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 80, 'label': '1 g', 'onSale': False, 'originalPrice': 80}
PAX Pod ECC x SR5 (H),concentrates,0,0,11/17/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 65, 'label': '1/2 g', 'onSale': False, 'originalPrice': 65}
PAX Pod French King 500mg (H),concentrates,0,0,11/28/2020,{'unit': 'gram', 'quantity': '1/2', 'price': 65, 'label': '1/2 g', 'onSale': False, 'originalPrice': 65}
Pax Pod Pennywise (2:1 CBD:THC) (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 65, 'label': '1/2 g', 'onSale': False, 'originalPrice': 65}
RSO Indica Tincture 150mg,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 40, 'label': '1/2 g', 'onSale': False, 'originalPrice': 40}
Shatter Grape Dream (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 70, 'label': '1 g', 'onSale': False, 'originalPrice': 70}
Sugar GMO (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 72, 'label': '1 g', 'onSale': False, 'originalPrice': 72}
Sugar Ice Cream Man (CBD) *Award Winning*,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 65, 'label': '1 g', 'onSale': False, 'originalPrice': 65}
Sugar Strawberry Banana (CBD) *Award Winning*,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 65, 'label': '1 g', 'onSale': False, 'originalPrice': 65}
Terp Cartridge Girl Scout Cookies 500mg (IH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Terp Cartridge Super Lemon Haze 500mg (I),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Tranquility Distillate Capsules 300mg (30pk),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Wax Durban Poison 1g (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 60, 'label': '1 g', 'onSale': False, 'originalPrice': 60}
Zsweet Inzanity 500mg (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 50, 'label': '1/2 g', 'onSale': False, 'originalPrice': 50}
500mg Pax Pod Zkittles (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 65, 'label': '1/2 g', 'onSale': False, 'originalPrice': 65}
Batter GG#4 (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 75, 'label': '1 g', 'onSale': False, 'originalPrice': 75}
Cartridge Deadhead OG 500mg,concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Cartridge Tutankhamon 500mg (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Harmony Distillate Capsules 300mg (30pk),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 60, 'label': '1/2 g', 'onSale': False, 'originalPrice': 60}
Harmony Distillate Capsules 750mg (30pk),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 90, 'label': '1/2 g', 'onSale': False, 'originalPrice': 90}
Moonrocks Hybrid (H),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 80, 'label': '1/2 g', 'onSale': False, 'originalPrice': 80}
PAX Pod LA Confidential 500mg (I),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 65, 'label': '1/2 g', 'onSale': False, 'originalPrice': 65}
Sauce Lilac Chiesel (1:1) (H) (CDB:THC),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 65, 'label': '1 g', 'onSale': False, 'originalPrice': 65}
SFV OG (SH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 60, 'label': '1 g', 'onSale': False, 'originalPrice': 60}
Sugar Tangie (2:1) (CBD:D8) (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 65, 'label': '1 g', 'onSale': False, 'originalPrice': 65}
Tincture Daytime 230mg (S),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1/2', 'price': 70, 'label': '1/2 g', 'onSale': False, 'originalPrice': 70}
Wax Matanuska Grapes (IH),concentrates,0,0,4/1/2021,{'unit': 'gram', 'quantity': '1', 'price': 60, 'label': '1 g', 'onSale': False, 'originalPrice': 60}
Prickly Pear 160mg,edibles,0,0,10/6/2020,{'unit': 'unit', 'quantity': '1', 'price': 31, 'label': 'each', 'onSale': False, 'originalPrice': 31}
Apple Martini Gummies 200mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 60, 'label': 'each', 'onSale': False, 'originalPrice': 60}
Bay State Bar 90mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Blueberry Cheesecake 80mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 29, 'label': 'each', 'onSale': False, 'originalPrice': 29}
Cake Batter Cheesecake Chocolates 100mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 29, 'label': 'each', 'onSale': False, 'originalPrice': 29}
Chocolate Coffee Beans 60mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 36, 'label': 'each', 'onSale': False, 'originalPrice': 36}
Double Caramel Sea Salt 100mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 36, 'label': 'each', 'onSale': False, 'originalPrice': 36}
Fireball Cinnamon Fruit Chews 100mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 25, 'label': 'each', 'onSale': False, 'originalPrice': 25}
Fruity Pebble Bites 100mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
RSO Sativa Tincture 150mg,tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
RSO Sativa Tropical White Sangria 100mg,edibles,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 33, 'label': 'each', 'onSale': False, 'originalPrice': 33}
Sparkling Seltzer Grapefruit 16mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 20, 'label': 'each', 'onSale': False, 'originalPrice': 20}
Spicy Strawberry Margarita Gummies 150mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 31, 'label': 'each', 'onSale': False, 'originalPrice': 31}
Strawberry Cheesecake Chocolates 100mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 29, 'label': 'each', 'onSale': False, 'originalPrice': 29}
Strawberry Crunch Bar 100mg,edibles,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Sweet Spots Hard Shell Chocolates 60mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 21, 'label': 'each', 'onSale': False, 'originalPrice': 21}
Tincture Anytime 225mg (H),tincture,0,0,9/22/2020,{'unit': 'unit', 'quantity': '1', 'price': 60, 'label': 'each', 'onSale': False, 'originalPrice': 60}
Tincture CBD 150mg,tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
Tincture Daytime 2X 455mg (SH),tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 95, 'label': 'each', 'onSale': False, 'originalPrice': 95}
Tincture Hybrid 150mg,tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 40, 'label': 'each', 'onSale': False, 'originalPrice': 40}
Tincture Nighttime 2X 445mg,tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 95, 'label': 'each', 'onSale': False, 'originalPrice': 95}
Tincture Winter 2X 170mg (SH),tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 50, 'label': 'each', 'onSale': False, 'originalPrice': 50}
Watermelon Sours 100mg,edibles,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 28, 'label': 'each', 'onSale': False, 'originalPrice': 28}
Wicked Sour Citrus 5mg,edibles,0,0,4/3/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
100mg Watermelon Margarita Gummies (20pk),edibles,0,0,12/3/2020,{'unit': 'unit', 'quantity': '1', 'price': 29, 'label': 'each', 'onSale': False, 'originalPrice': 29}
Chocolate Bar CBD 1:1 45mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 8, 'label': 'each', 'onSale': False, 'originalPrice': 8}
Fruit Chews Lime,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Hard Shell Chocolates 70mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 23, 'label': 'each', 'onSale': False, 'originalPrice': 23}
MED: REV - Mr. Moxey's Cinnamon Mints 100mg (20pk),edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 44, 'label': 'each', 'onSale': False, 'originalPrice': 44}
Mile High Mint 100mg,edibles,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 30, 'label': 'each', 'onSale': False, 'originalPrice': 30}
Tincture 10:1 CBD 280mg,tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 70, 'label': 'each', 'onSale': False, 'originalPrice': 70}
Tincture Nighttime 240mg (I),tincture,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 60, 'label': 'each', 'onSale': False, 'originalPrice': 60}
Muscle Freeze Lotion,topicals,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 25, 'label': 'each', 'onSale': False, 'originalPrice': 25}
Nordic Goddess Body Balm 1:1 430mg,topicals,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 70, 'label': 'each', 'onSale': False, 'originalPrice': 70}
Massage oil - Lavender,topicals,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 48, 'label': 'each', 'onSale': False, 'originalPrice': 48}
Bic Lighter,apparel,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 2, 'label': 'each', 'onSale': False, 'originalPrice': 2}
Bic Lighter (Mini),apparel,0,0,4/1/2021,{'unit': 'unit', 'quantity': '1', 'price': 1.5, 'label': 'each', 'onSale': False, 'originalPrice': 1.5}
C-Cell Stick Battery,apparel,0,0,8/13/2020,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
Elements 1 1/4 (3pk) Cones,apparel,0,0,8/19/2020,{'unit': 'unit', 'quantity': '1', 'price': 3, 'label': 'each', 'onSale': False, 'originalPrice': 3}
Glass Bowl,apparel,0,0,4/7/2020,{'unit': 'unit', 'quantity': '1', 'price': 10, 'label': 'each', 'onSale': False, 'originalPrice': 10}
