Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
muskmelon-og,Muskmelon OG,0,,Unknown,,,,,
blue-apricot,Blue Apricot,0,Hybrid,Unknown,,,,,
cerebro-haze,Cerebro Haze,4.5,Sativa,THC Dominant,1.103535245,more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
boost,Boost,5,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jack-widow,Jack Widow,4,Hybrid,THC Dominant,0.520796467,comparable,happy,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
berry-larry,Berry Larry,4.75,Hybrid,THC Dominant,0.229427078,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
bloodhound,Bloodhound,4.294117647,Hybrid,THC Dominant,0.909288986,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
slurty3,Slurty3,0,Hybrid,Unknown,,,,,
citrus-anytime,Citrus Anytime,0,Hybrid,Unknown,,,,,
lemon-mints,Lemon Mints,4.333333333,Hybrid,Unknown,,,,,
cherry-mender,Cherry Mender,4.6,Indica,Balanced THC/CBD,-0.64468109,,relaxed,,
humdinger-og,Humdinger OG,4.25,Indica,THC Dominant,-1.810158646,,relaxed,,
lashkar-gah,Lashkar Gah,4.733333333,Indica,THC Dominant,-1.595465412,,relaxed,,
dirty-thirty,Dirty Thirty,4.5,,THC Dominant,2,more,hungry,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
american-beauty,American Beauty,5,Indica,THC Dominant,-0.45043483,comparable,uplifted,,
pink-punch,Pink Punch,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
og-dragonfly,OG Dragonfly,4.5,,THC Dominant,-1.810158646,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
pink-pez,Pink Pez,4.076923077,Hybrid,THC Dominant,-0.45043483,slightly less,happy,,
purple-sage,Purple Sage ,3.636363636,Hybrid,THC Dominant,0.229427078,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
turbo-lemon-cake,Turbo Lemon Cake,5,Sativa,Unknown,,,,,
ganache,Ganache,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
supergirl,Supergirl,4.35,Indica,THC Dominant,-0.883074226,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bubble-mint,Bubble Mint,3,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-tropicana,Sour Tropicana,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
grand-hustle,Grand Hustle,3.885714286,Hybrid,THC Dominant,0.804694846,,uplifted,,
mag-91,Mag 91,4.625,Hybrid,Unknown,-0.45043483,,tingly,,
blue-jay-way,Blue Jay Way,4.625,Hybrid,THC Dominant,-0.178490067,,relaxed,,
white-mimosa,White Mimosa,0,,THC Dominant,,,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
prayer-pupil,Prayer Pupil,3.5,Hybrid,THC Dominant,-1.810158646,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
bubbas-bitch,Bubba's Bitch,4.5,Indica,THC Dominant,-0.178490067,,uplifted,,
white-romulan,White Romulan,4.274193548,Hybrid,THC Dominant,-0.403547802,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
island-lime-haze,Island Lime Haze,0,Hybrid,Unknown,,,,,
chem-sour-face,Chem Sour Face,5,,THC Dominant,2,slightly more,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
flowers-for-algernon,Flowers For Algernon,5,Hybrid,THC Dominant,1.453178512,,creative,,
cbd-yummy,CBD Yummy,0,,Balanced THC/CBD,,much less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
alphadawg,Alphadawg,5,Hybrid,THC Dominant,-1.810158646,slightly less,relaxed,,
amethyst-bud,Amethyst Bud,4.227272727,Hybrid,THC Dominant,0.551466929,much less,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
el-na,El-Na,5,Hybrid,THC Dominant,-1.810158646,comparable,tingly,Myrcene,The most common terpene found in cannabis and has an earthy scent.
north-indian,North Indian,4.2,Indica,THC Dominant,-0.45043483,,uplifted,,
peppermint-pie,Peppermint Pie,0,,THC Dominant,,much more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
nepalese-jam,Nepalese Jam,4.333333333,Hybrid,THC Dominant,0.229427078,slightly more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
nebula-ii-cbd,Nebula 2,4.454545455,Hybrid,Balanced THC/CBD,0.520796467,,focused,,
berry-breath,Berry Breath,0,Hybrid,THC Dominant,,slightly less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
peachy-mack,Peachy Mack,4.5,Hybrid,THC Dominant,1.589150893,,talkative,,
punchsicle,Punchsicle,5,Hybrid,Unknown,,,,,
inferno-haze,Inferno Haze,5,Hybrid,THC Dominant,,comparable,,,
aloha-grape-stomper,Aloha Grape Stomper,4.5,Hybrid,THC Dominant,0.229427078,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-linda,Purple Linda,4.25,Indica,THC Dominant,-1.810158646,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kirkwood-og,Kirkwood OG,5,,Unknown,,,,,
starlord,Starlord,3,,Unknown,,,,,
blackberry-chem-og,Blackberry Chem OG,4.15,Hybrid,THC Dominant,0.002806442,slightly more,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hannibal-nectar,Hannibal Nectar,5,Indica,THC Dominant,,,,,
mazari,Mazari,4.333333333,Indica,THC Dominant,-1.810158646,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
silver-cindy,Silver Cindy,5,Hybrid,THC Dominant,2,much less,uplifted,,
mt-cook,Mt. Cook,5,Indica,THC Dominant,-0.790365784,,relaxed,,
sumo-og-kush,Sumo's OG Kush,4.333333333,Indica,THC Dominant,-1.810158646,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
battery-stick,Battery Stick,0,,THC Dominant,,comparable,,,
pineapple-faanta,Pineapple Faanta,5,Hybrid,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
klingon,Klingon,5,,Unknown,,,,,
borderline-extreme,Borderline Extreme,0,Hybrid,THC Dominant,,comparable,,Linalool,Floral terpene that is also found in lavender and commonly believed to promote relaxation.
og-tonic,OG Tonic,4.5,Hybrid,CBD Dominant,2,,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mexican-kush,Mexican Kush,4.5,Hybrid,THC Dominant,-1.810158646,slightly more,relaxed,,
white-dawg-fire-og,White Dawg Fire OG,5,Hybrid,THC Dominant,-1.810158646,more,tingly,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-g13,Lemon G13,0,,Unknown,,,,,
head-dog,Head Dog,0,Hybrid,THC Dominant,,much more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
rocklock,Rocklock,4.355932203,Indica,THC Dominant,-0.039952169,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
return-of-the-mac,Return of the MAC,5,Hybrid,Unknown,,,,,
madcow,Madcow,3.375,Sativa,THC Dominant,0.637344222,,uplifted,,
apple-custard,Apple Custard,0,,CBD Dominant,,,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cascadia-kush,Cascadia Kush,4.6,Indica,THC Dominant,-1.356917374,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
citrus-splash,Citrus Splash,5,Hybrid,Unknown,,,,,
serious-kush,Serious Kush,5,Hybrid,THC Dominant,-1.810158646,comparable,sleepy,,
og-ringo,OG Ringo,4.333333333,Hybrid,THC Dominant,0.044010194,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
strawberry-akeil,Strawberry Akeil,4,Hybrid,THC Dominant,-0.45043483,less,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cookie-ox,Cookie Ox,0,,Unknown,,,,,
orient-express,Orient Express,4.428571429,Hybrid,THC Dominant,0.044010194,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sorbet-4,Sorbet #4,0,Hybrid,THC Dominant,,more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
mac-10,MAC #10,4.5,Hybrid,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
diesel-duff,Diesel Duff,3.454545455,Hybrid,THC Dominant,1.686274023,,happy,,
twisted-berries,Twisted Berries,0,,Unknown,,,,,
blue-treat,Blue Treat,4.875,Hybrid,THC Dominant,0.002806442,,uplifted,,
lotus-larry,Lotus Larry,5,Hybrid,Unknown,0.229427078,,uplifted,,
cream-puff,Cream Puff,0,,Unknown,,,,,
y-kiki,Y-Kiki,0,Hybrid,Unknown,,,,,
sox,Sox,5,Hybrid,Balanced THC/CBD,2,much less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
the-ooze,The Ooze,4,Indica,THC Dominant,0.229427078,less,uplifted,,
russian-doll,Russian Doll,4.75,Sativa,THC Dominant,1.249219939,,talkative,,
true-glue,True Glue,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
testarossa,Testarossa,5,Hybrid,Unknown,-0.45043483,,uplifted,,
lethal-purple,Lethal Purple,3.571428571,Hybrid,THC Dominant,0.229427078,comparable,talkative,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
pie-crust,Pie Crust,4,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
agape,Agape,4.25,Sativa,THC Dominant,0.637344222,comparable,tingly,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
mojo,Mojo,4.25,Hybrid,THC Dominant,-1.810158646,much less,euphoric,,
frosties,Frosties,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gasoline-zest,Gasoline Zest,0,,THC Dominant,,slightly more,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
tropical-gold,Tropical Gold,4,,THC Dominant,,comparable,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
raspberry-glue,Raspberry Glue,0,Hybrid,THC Dominant,,slightly less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sugar-candy,Sugar Candy,5,,THC Dominant,0.229427078,slightly less,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
sherb-breath,Sherb Breath,4.5,,THC Dominant,,slightly more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
wembley,Wembley,4.666666667,Indica,THC Dominant,0.229427078,,tingly,,
elderberry-kush,Elderberry,4.037037037,Hybrid,THC Dominant,-0.752595678,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
unforgettable,Unforgettable,2.666666667,Hybrid,Unknown,-1.810158646,,relaxed,,
brain-og,Brain OG,5,,Unknown,-1.810158646,,sleepy,,
cake-n-chem,Cake 'n Chem,3.666666667,,Unknown,-1.810158646,,tingly,,
bonzai,Bonzai,0,,Unknown,,,,,
xanadu,Xanadu,4.75,Sativa,THC Dominant,2,,talkative,,
critical-orange-punch,Critical Orange Punch,4,,THC Dominant,0.229427078,slightly more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sinai,Sinai,4.8,Sativa,THC Dominant,0.229427078,much less,euphoric,,
space-dust,Space Dust,4,Hybrid,THC Dominant,,comparable,,,
huckleberries,Huckleberries,5,Hybrid,Unknown,-1.810158646,,relaxed,,
kushadelic,Kushadelic,4.352941176,Indica,THC Dominant,-0.95138571,,relaxed,,
chicle,Chicle,4.833333333,Hybrid,THC Dominant,2,,hungry,,
cornerstone,Cornerstone,0,Hybrid,THC Dominant,,comparable,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
rafael,Rafael,5,Sativa,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jack-n-cheese,Jack 'n Cheese,5,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-grenade,Lemon Grenade,4.5,,Unknown,,,,,
mendo-afgoo,Mendo Afgoo,5,Indica,THC Dominant,-1.300262215,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-tahoe-glue,White Tahoe Glue,0,,THC Dominant,,slightly more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
wonder-skunk,Wonder Skunk,0,,THC Dominant,,slightly more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
seattle-summer,Seattle Summer,5,Hybrid,Unknown,2,,uplifted,,
silver-train,Silver Train,4.652173913,Sativa,THC Dominant,0.758208562,less,euphoric,,
whitaker-blues,Whitaker Blues,4.153846154,Indica,THC Dominant,-0.994324357,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
jack-of-spades,Jack of Spades,4.6,Hybrid,THC Dominant,0.229427078,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
phishhead-kush,Phishhead Kush,4.375,Indica,THC Dominant,-1.810158646,,relaxed,,
molotov-cocktail,Molotov Cocktail,0,,Unknown,,,,,
gorilla-balls,Gorilla Balls,4,Hybrid,THC Dominant,,comparable,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
sweet--sour-cindy,Sweet & Sour Cindy,5,Hybrid,Unknown,2,,giggly,,
white-tygh-dream,White Tygh Dream,4.636363636,Indica,THC Dominant,-1.045314,,relaxed,,
newberry,Newberry,5,Hybrid,THC Dominant,-1.810158646,less,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jim-og,Jim OG,0,Hybrid,THC Dominant,,slightly more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
pokie,Pokie,3.533333333,Indica,THC Dominant,-0.241246551,,relaxed,,
reclining-buddha,Reclining Buddha,4.846153846,Indica,THC Dominant,-0.307306008,,relaxed,,
oca-gold,OCA Gold,4.8,Indica,THC Dominant,-1.810158646,comparable,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
diamond-socks,Diamond Socks,4.333333333,Hybrid,THC Dominant,-1.810158646,,relaxed,,
sour-puss,Sour Puss,4,Hybrid,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
g13-diesel,G13 Diesel,4.583333333,Hybrid,THC Dominant,0.520796467,slightly less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
arctic-sun,Arctic Sun,4.333333333,Hybrid,THC Dominant,-0.790365784,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sr-71,SR-71,5,,Unknown,-0.45043483,,uplifted,,
black-84,Black '84,4.5,Indica,THC Dominant,-1.182593808,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
garlic-zkittlez,Garlic Zkittlez,4,Hybrid,THC Dominant,,comparable,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
gas-crack,Gas Crack,4,,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
haze-heaven,Haze Heaven,4.461538462,Hybrid,THC Dominant,0.229427078,slightly less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
12-year-og,12 Year OG,3,Hybrid,Unknown,,,,,
rebel-cookies,Rebel Cookies,0,,THC Dominant,,less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
surely-temple,Surely Temple,5,Hybrid,THC Dominant,-0.178490067,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
memberberry-og,Memberberry OG,0,,Unknown,,,,,
alaska-thunder-grape,Alaska Thunder Grape,4.166666667,Hybrid,THC Dominant,0.229427078,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
elon-musky,Elon Musky,0,Hybrid,THC Dominant,,more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
whoopie-pie,Whoopie Pie,5,Hybrid,Unknown,,,,,
electric-jellyfish,Electric Jellyfish,5,,Unknown,,,happy,,
purple-pantera,Purple Pantera,4.8,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
panama,Panama,3.333333333,Hybrid,THC Dominant,2,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
waikiki-queen,Waikiki Queen,0,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
scary-cherry-og,Scary Cherry OG,0,,THC Dominant,,comparable,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
cole-train,Cole Train,5,Hybrid,THC Dominant,,comparable,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
jerusalem-express,Jerusalem Express,5,Hybrid,Unknown,,,,,
sour-willie,Sour Willie,4.465116279,Sativa,THC Dominant,1.149240247,,happy,,
bubonic-chronic,Bubonic Chronic,2,,THC Dominant,,slightly less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pine-queen-dream,Pine Queen Dream,4.571428571,Hybrid,THC Dominant,0.909288986,comparable,talkative,,
crazy-miss-hyde,Crazy Miss Hyde,4.625,Hybrid,THC Dominant,0.80051108,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
white-tara,White Tara,4.5,,Unknown,-1.810158646,,relaxed,,
rio-bravo,Rio Bravo,2,,THC Dominant,,slightly less,,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
capers,Capers,4.555555556,Indica,THC Dominant,-0.790365784,less,sleepy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blowfish,Blowfish,4.238095238,Hybrid,THC Dominant,-0.102598505,,relaxed,,
first-48,First 48,4.321428571,Hybrid,THC Dominant,-0.079601062,,relaxed,,
wally-og,Wally OG,3.888888889,Hybrid,THC Dominant,-1.130296738,slightly less,relaxed,,
buddha-white-dwarf,Buddha White Dwarf,5,Indica,Unknown,,,,,
chocolate-rain,Chocolate Rain,5,Hybrid,Balanced THC/CBD,2,much less,uplifted,,
rene,Rene,4.392857143,Hybrid,THC Dominant,0.456047714,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
banana-puff,Banana Puff,0,Hybrid,Unknown,,,,,
blue-java,Blue Java,0,Hybrid,Unknown,,,,,
odyssey,Odyssey,4.208333333,Hybrid,THC Dominant,-0.061942311,,focused,,
hawaii-78,Hawai’i ‘78,4.833333333,Sativa,THC Dominant,0.909288986,comparable,uplifted,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
hollyweed,Hollyweed,4.545454545,Hybrid,Unknown,1.103535245,,happy,,
peach-mango,Peach Mango,0,,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jamba-juice,Jamba Juice,4.666666667,Hybrid,THC Dominant,1.249219939,,happy,,
egyptian-musk,Egyptian Musk,4,Hybrid,Unknown,,,hungry,,
bubblegun,Bubblegun,3.545454545,Hybrid,THC Dominant,-0.148273982,comparable,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
the-fuzz,The Fuzz,4.666666667,Hybrid,Unknown,2,,uplifted,,
lemon-wookie-glue,Lemon Wookie Glue,5,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pie-95,Pie 95,0,Hybrid,Unknown,,,,,
pinata-candy,Pinata Candy,4,,THC Dominant,-0.45043483,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
la-sorbet,L.A. Sorbet,0,Hybrid,Unknown,,,,,
boom-boom,Boom Boom,0,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ripple,Ripple,0,Hybrid,THC Dominant,,slightly less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
dayshift,Dayshift,4,,Unknown,,,,,
x-wing,X-Wing,4.294117647,Indica,THC Dominant,-1.380772178,,sleepy,,
alien-vs-triangle,Alien vs. Triangle,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
domino,Domino,4,Indica,THC Dominant,0.002806442,,sleepy,,
kushage,Kushage,4.294117647,Hybrid,THC Dominant,1.189232124,slightly more,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
skunk-plus,Skunk+,4.285714286,Indica,THC Dominant,-0.64468109,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
avalanche,Avalanche,5,,THC Dominant,,less,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
banana-do-si-dos,Banana Do-Si-Dos,0,,Unknown,,,,,
dieseltonic,Dieseltonic,4.263157895,Hybrid,Balanced THC/CBD,0.766160163,,uplifted,,
raspberry-tart,Raspberry Tart,0,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
afghan-hawaiian,Afghan Hawaiian,4,Indica,THC Dominant,-1.300262215,slightly more,sleepy,,
iron-lotus,Iron Lotus,0,Indica,THC Dominant,,more,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
the-grunk,The Grunk,4.581395349,Hybrid,THC Dominant,0.32213552,comparable,happy,,
rob-ford-kush,Rob Ford Kush,4.692307692,Hybrid,THC Dominant,-0.903676102,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
queens-panties,Queen's Panties,4.285714286,Hybrid,THC Dominant,0.637344222,,happy,,
fauxsido,Fauxsido,5,Hybrid,THC Dominant,-1.810158646,slightly less,euphoric,,
koloa-sunrise,Koloa Sunrise,5,Hybrid,THC Dominant,,slightly more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
deep-space,Deep Space,0,Hybrid,THC Dominant,,less,,,
lime-purple-mist,Lime Purple Mist,4.428571429,Indica,THC Dominant,-1.300262215,,relaxed,,
legalized-og,Legalized OG,4.789473684,Hybrid,THC Dominant,-0.45043483,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
jt15,JT15,5,Indica,THC Dominant,-0.45043483,,uplifted,,
strawberry-cream,Strawberry Cream,0,,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-panda,Purple Panda,0,Hybrid,THC Dominant,,comparable,,,
dutch-47,Dutch 47,5,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sky-og,Sky OG,5,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
vanilla-latte,Vanilla Latte,0,Hybrid,THC Dominant,,less,,,
platinum-purple-candy,Platinum Purple Candy,5,,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
neroli-91,Neroli 91,5,Hybrid,THC Dominant,-1.810158646,less,sleepy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
apple-blossom,Apple Blossom,0,Hybrid,Unknown,,,,,
white-domina,White Domina,4.25,Indica,THC Dominant,-0.45043483,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
oregon-pineapple,Oregon Pineapple,4.255813953,Hybrid,THC Dominant,0.739323509,more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
dubble-tropicana,Dubble Tropicana,4,Indica,THC Dominant,,slightly less,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
mendo-queen,Mendo Queen,4.666666667,Hybrid,THC Dominant,2,,uplifted,,
mendo-purple,Mendo Purple,4,,THC Dominant,-1.810158646,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
devil-cookies,Devil Cookies,5,Hybrid,THC Dominant,,slightly more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-mahayana,Purple Mahayana,0,,Unknown,,,,,
super-cat-piss,Super Cat Piss,3.636363636,Sativa,THC Dominant,2,less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
berry-chill,Berry Chill,5,,Unknown,,,,,
rockstar-og,Rockstar OG,0,,Unknown,,,,,
velvet-krush,Velvet Krush,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
afrodite,Afrodite,3,Hybrid,THC Dominant,0.229427078,less,talkative,Myrcene,The most common terpene found in cannabis and has an earthy scent.
bleugenius,Bleugenius,4,Hybrid,CBD Dominant,-1.810158646,,tingly,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dirty-widow,Dirty Widow,4.25,Hybrid,THC Dominant,0.637344222,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
capleton,Capleton,4.5,Hybrid,THC Dominant,-0.790365784,,happy,,
puck-yeah,Puck Yeah,4.733333333,Indica,Unknown,-1.356917374,,euphoric,,
chem-beyond-diesel-cbd,Chem Beyond Diesel CBD,4,Hybrid,Balanced THC/CBD,,,hungry,,
gamma-chem-ray,Gamma Chem Ray,4.333333333,Hybrid,Unknown,,,,,
nightcap,Nightcap,0,Indica,THC Dominant,,more,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
afghanimal,Afghanimal,4.5,Indica,THC Dominant,-1.810158646,,sleepy,,
white-lime,White Lime,5,,Unknown,,,,,
white-slipper,White Slipper,4.483870968,Hybrid,THC Dominant,1.045261367,slightly less,happy,,
pepe-le-chem,Pepe Le Chem,0,Hybrid,THC Dominant,,more,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
jackalope,Jackalope,4.307692308,Sativa,THC Dominant,1.156511497,,happy,,
pina-collision,Pina Collision,0,,THC Dominant,,less,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
digweed,Digweed,4,Indica,Balanced THC/CBD,0.147843649,,relaxed,,
thai-girl,Thai Girl,4,Hybrid,THC Dominant,0.715042726,slightly less,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
kosher-sorbet,Kosher Sorbet,0,Hybrid,THC Dominant,,slightly less,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
lemon-crumb,Lemon Crumb,0,Hybrid,THC Dominant,,slightly less,,,
green-crack-extreme,Green Crack Extreme,4.430555556,Sativa,Unknown,1.300209583,,euphoric,,
ancient-kush,Ancient Kush,4.625,Indica,THC Dominant,-0.45043483,comparable,sleepy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
north-star,North Star,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
royal-ac-dc,Royal AC/DC,4.5,,CBD Dominant,-1.810158646,,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
skins-skunk,Skins Skunk,5,Hybrid,THC Dominant,-1.810158646,,relaxed,,
orange-cheddar,Orange Cheddar,0,,Unknown,,,,,
captain-kush,Captain Kush,0,Hybrid,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-octane-og,White Octane OG,5,,Unknown,,,,,
fire-alien-romulan,Fire Alien Romulan,5,Hybrid,THC Dominant,-0.45043483,slightly less,uplifted,,
hp13,HP13,5,Hybrid,Unknown,,,,,
