Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
original-glue,GG4,4.644708423,Hybrid,THC Dominant,-0.271402609,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
wedding-cake,Wedding Cake,4.569319641,Hybrid,THC Dominant,-0.298495995,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
blue-dream,Blue Dream,4.323924244,Hybrid,THC Dominant,0.442698344,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
runtz,Runtz,4.57881137,Hybrid,THC Dominant,0.347589475,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
gelato,Gelato,4.637122002,Hybrid,THC Dominant,-0.072373196,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
ice-cream-cake,Ice Cream Cake,4.675324675,Indica,THC Dominant,-0.842219658,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
purple-punch,Purple Punch,4.573877551,Indica,THC Dominant,-0.8608242,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
gsc,GSC,4.425573046,Hybrid,THC Dominant,0.185510408,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
og-kush,OG Kush,4.266139657,Hybrid,THC Dominant,-0.102284017,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-diesel,Sour Diesel,4.317113039,Sativa,THC Dominant,0.987431977,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
zkittlez,Zkittlez,4.538011696,Indica,THC Dominant,-0.390413066,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sunset-sherbert,Sherbert,4.56,Hybrid,THC Dominant,-0.130499815,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
granddaddy-purple,Granddaddy Purple,4.394482759,Indica,THC Dominant,-0.827335872,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mimosa,Mimosa,4.511954993,Hybrid,THC Dominant,0.923040933,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pineapple-express,Pineapple Express,4.379615185,Hybrid,THC Dominant,0.865142108,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
jack-herer,Jack Herer,4.354422067,Sativa,THC Dominant,1.161078208,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
do-si-dos,Do-Si-Dos,4.687737042,Indica,THC Dominant,-0.799820817,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
green-crack,Green Crack,4.29250457,Sativa,THC Dominant,1.359173909,comparable,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-widow,White Widow,4.270263846,Hybrid,THC Dominant,0.601279863,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gmo-cookies,GMO Cookies,4.700431034,Hybrid,THC Dominant,-0.593823887,much more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
durban-poison,Durban Poison,4.428741446,Sativa,THC Dominant,1.418723972,comparable,energetic,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
northern-lights,Northern Lights,4.407292954,Indica,THC Dominant,-0.636351076,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
bubba-kush,Bubba Kush,4.241501626,Indica,THC Dominant,-0.82075226,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
sundae-driver,Sundae Driver,4.606382979,Hybrid,THC Dominant,-0.108252678,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
cherry-pie,Cherry Pie,4.344312918,Hybrid,THC Dominant,0.097129625,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mac-1,Mac 1,4.730769231,Hybrid,THC Dominant,0.508528282,comparable,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
wedding-crasher,Wedding Crasher,4.556149733,Hybrid,THC Dominant,0.173291691,slightly more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
chemdawg,Chemdawg,4.244008715,Hybrid,THC Dominant,0.312885988,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
mac,MAC,4.647928994,Hybrid,THC Dominant,-0.039427404,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
sfv-og,SFV OG,4.394230769,Hybrid,THC Dominant,0.253485101,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
strawberry-cough,Strawberry Cough,4.285323966,Sativa,THC Dominant,0.934011237,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cereal-milk,Cereal Milk,4.691056911,Hybrid,THC Dominant,-0.187262479,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
amnesia-haze,Amnesia Haze,4.252156603,Sativa,THC Dominant,0.787306234,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gushers,Gushers,4.62962963,Hybrid,THC Dominant,-0.33321726,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
slurricane,Slurricane,4.603960396,Indica,THC Dominant,-0.875012622,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
biscotti,Biscotti,4.573333333,Hybrid,THC Dominant,-0.577603245,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
trainwreck,Trainwreck,4.188546551,Hybrid,THC Dominant,0.565478648,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lava-cake,Lava Cake,4.547008547,Hybrid,THC Dominant,-0.570410461,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
mendo-breath,Mendo Breath,4.605381166,Indica,THC Dominant,-0.91809332,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cookies-and-cream,Cookies and Cream,4.563011457,Hybrid,THC Dominant,-0.108527534,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bruce-banner,Bruce Banner,4.509708738,Hybrid,THC Dominant,0.533713098,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kush-mints,Kush Mints,4.763888889,Hybrid,THC Dominant,-0.423240354,much more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
stardawg,Stardawg,4.419019316,Hybrid,THC Dominant,0.406084109,slightly more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
apple-fritter,Apple Fritter,4.517647059,Hybrid,THC Dominant,-0.382448639,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
blue-cookies,Blue Cookies,4.675548589,Hybrid,THC Dominant,-0.384201865,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
super-lemon-haze,Super Lemon Haze,4.398633257,Sativa,THC Dominant,1.306134271,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
blueberry,Blueberry,4.261429206,Indica,THC Dominant,-0.628543708,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
forbidden-fruit,Forbidden Fruit,4.631439894,Indica,THC Dominant,-0.67735093,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ak-47,AK-47,4.050191704,Hybrid,THC Dominant,0.444592165,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-runtz,White Runtz,4.663265306,Hybrid,THC Dominant,-0.27307955,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
super-silver-haze,Super Silver Haze,4.340689655,Sativa,THC Dominant,1.155701817,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
zookies,Zookies,4.524137931,Hybrid,THC Dominant,0.055316101,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
gelato-33,Gelato #33,4.59375,Hybrid,THC Dominant,0.315850202,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
gary-payton,Gary Payton,4.793814433,Hybrid,THC Dominant,-0.039952169,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
peanut-butter-breath,Peanut Butter Breath,4.587096774,Hybrid,THC Dominant,-0.55502897,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
grease-monkey,Grease Monkey,4.636619718,Hybrid,THC Dominant,-0.701890604,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
animal-cookies,Animal Cookies,4.516536965,Hybrid,THC Dominant,-0.33980451,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
lemon-haze,Lemon Haze,4.204355109,Sativa,THC Dominant,0.840076591,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
strawberry-banana,Strawberry Banana,4.490401396,Hybrid,THC Dominant,-0.140659042,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
fpog,FPOG,4.394366197,Hybrid,THC Dominant,0.34674838,comparable,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
blue-cheese,Blue Cheese,4.19588015,Indica,THC Dominant,-0.467072163,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
grape-ape,Grape Ape,4.268364349,Indica,THC Dominant,-0.79089887,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
tahoe-og,Tahoe OG,4.384279476,Hybrid,THC Dominant,-0.823835208,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
tangie,Tangie,4.438984439,Sativa,THC Dominant,1.09625101,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
candyland,Candyland,4.5428051,Sativa,THC Dominant,0.823012094,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
tropicana-cookies,Tropicana Cookies,4.528225806,Sativa,THC Dominant,1.099137216,slightly less,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bubble-gum,Bubble Gum,4.129533679,Hybrid,THC Dominant,0.244100356,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
birthday-cake-kush,Birthday Cake,4.493150685,Hybrid,THC Dominant,-0.543521057,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
platinum-gsc,Platinum Cookies,4.5625,Hybrid,THC Dominant,-0.054202812,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
pink-runtz,Pink Runtz,4.698924731,Hybrid,THC Dominant,-0.036605843,slightly less,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
jet-fuel,Jet Fuel,4.548821549,Hybrid,THC Dominant,0.676003037,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
alien-og,Alien OG,4.401493931,Hybrid,THC Dominant,-0.084653614,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
motorbreath,Motorbreath,4.741935484,Hybrid,THC Dominant,0.017666811,more,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
london-poundcake,Pound Cake,4.6375,Hybrid,THC Dominant,-0.773081159,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
white-fire-og,White Fire OG,4.49691358,Hybrid,THC Dominant,0.585740246,slightly more,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
black-diamond,Black Diamond,4.443373494,Indica,THC Dominant,-0.498673369,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
maui-wowie,Maui Wowie,4.301033592,Sativa,THC Dominant,1.141658343,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
king-louis,King Louis,4.56936737,Indica,THC Dominant,-1.067625687,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
thin-mint,Thin Mint GSC,4.548994975,Hybrid,THC Dominant,0.043130398,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
purple-haze,Purple Haze,4.200704225,Sativa,THC Dominant,0.713335817,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gelato-41,Gelato #41,4.62295082,Hybrid,THC Dominant,-0.535417569,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
cheetah-piss,Cheetah Piss,4.636363636,Hybrid,THC Dominant,0.266510454,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
platinum-og,Platinum OG,4.39211391,Indica,THC Dominant,-0.815442658,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cookies-kush,Cookies Kush,4.506369427,Indica,THC Dominant,-0.787284839,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
la-kush-cake,LA Kush Cake,4.609756098,Hybrid,THC Dominant,-0.616254808,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
fire-og,Fire OG,4.370953631,Hybrid,THC Dominant,-0.059281404,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
headband,Headband,4.194369456,Hybrid,THC Dominant,0.446904518,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-kush,Purple Kush,4.210164835,Indica,THC Dominant,-0.841140281,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ghost-train-haze,Ghost Train Haze,4.528424977,Sativa,THC Dominant,1.113116057,comparable,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
mango-kush,Mango Kush,4.219512195,Hybrid,THC Dominant,0.097661303,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
banana-kush,Banana Kush,4.216123499,Hybrid,THC Dominant,-0.028184415,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
superglue,Superglue,4.655440415,Hybrid,THC Dominant,-0.134784659,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
orange-cookies,Orange Cookies,4.570498915,Hybrid,THC Dominant,0.08579428,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
g-13,G13,4.284322409,Indica,THC Dominant,-0.227934569,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
platinum-kush,Platinum Kush,4.274456522,Indica,THC Dominant,-0.65499505,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mandarin-cookies,Mandarin Cookies,4.578313253,Hybrid,THC Dominant,0.288832487,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
zaza,ZaZa,4.147540984,Hybrid,Unknown,-0.563745148,,relaxed,,
alaskan-thunder-fuck,Alaskan Thunder Fuck,4.331360947,Sativa,THC Dominant,1.06340085,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
venom-og,Venom OG,4.376923077,Hybrid,THC Dominant,-0.593094378,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-rhino,White Rhino,4.107627119,Indica,THC Dominant,-0.40641047,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
xxx-og,XXX OG,4.483552632,Indica,THC Dominant,-0.853913707,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mazar-x-blueberry-og,Mazar x Blueberry OG,4.447800394,Hybrid,THC Dominant,-0.353502263,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ice-cream,Ice Cream,4.207729469,Hybrid,THC Dominant,0.071103072,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dolato,Dolato,4.622641509,Indica,THC Dominant,-0.752595678,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
jungle-cake,Jungle Cake,4.651515152,Hybrid,THC Dominant,0.58935397,slightly more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blueberry-muffins,Blueberry Muffin,4.61038961,Hybrid,THC Dominant,-0.248245415,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
cinderella-99,Cinderella 99,4.230427046,Hybrid,THC Dominant,1.02990047,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
animal-mints,Animal Mints,4.509803922,Hybrid,THC Dominant,-0.578710662,more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
gorilla-cookies,Gorilla Cookies,4.620689655,Hybrid,THC Dominant,-0.301424001,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
master-kush,Master Kush,4.256381168,Indica,THC Dominant,-0.503831064,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
lemon-cake,Lemon Cake,4.443037975,Sativa,THC Dominant,0.694142812,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
khalifa-kush,Khalifa Kush,4.553822153,Hybrid,THC Dominant,0.326550207,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gelatti,Gelatti,4.771428571,Hybrid,THC Dominant,-0.280469353,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
berry-white,Berry White,4.367957746,Indica,THC Dominant,-0.103114073,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
platinum-bubba-kush,Platinum Bubba Kush,4.439189189,Indica,THC Dominant,-0.726988827,slightly less,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
la-confidential,LA Confidential,4.280766396,Indica,THC Dominant,-0.593084427,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-urkle,Purple Urkle,4.279126214,Indica,THC Dominant,-1.067664586,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
9-pound-hammer,9 lb Hammer,4.555555556,Indica,THC Dominant,-1.189883368,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
banana-og,Banana OG,4.28125,Hybrid,THC Dominant,-0.506233432,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
lemon-skunk,Lemon Skunk,4.286964981,Hybrid,THC Dominant,0.700687764,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
papaya,Papaya,4.254901961,Indica,THC Dominant,-0.379615881,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-kush,Lemon Kush,4.113787375,Hybrid,THC Dominant,0.344048424,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pink-kush,Pink Kush,4.457814661,Hybrid,THC Dominant,-0.64468109,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gelato-cake,Gelato Cake,4.84,Hybrid,THC Dominant,-1.278092805,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
haze,Haze,4.064159292,Sativa,THC Dominant,0.953435863,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blackberry-kush,Blackberry Kush,4.2046875,Indica,THC Dominant,-0.854205145,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
larry-og,Larry OG,4.225641026,Hybrid,THC Dominant,-0.029111958,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
golden-goat,Golden Goat,4.458117124,Hybrid,THC Dominant,0.893782513,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hindu-kush,Hindu Kush,4.321428571,Indica,THC Dominant,-0.792765297,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
clementine,Clementine,4.440265487,Sativa,THC Dominant,1.090585494,slightly less,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
cheese,Cheese,4.026400515,Hybrid,THC Dominant,-0.192793298,slightly less,happy,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
kosher-kush,Kosher Kush,4.461377871,Indica,THC Dominant,-0.999995499,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gods-gift,God's Gift,4.433744222,Indica,THC Dominant,-0.660040818,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lsd,LSD,4.316363636,Hybrid,THC Dominant,0.45409745,slightly less,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
orange-creamsicle,Orange Creamsicle,4.482014388,Hybrid,THC Dominant,0.600260846,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
skunk-1,Skunk 1,4.052301255,Hybrid,THC Dominant,0.414080929,slightly less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
harlequin,Harlequin,4.287218045,Sativa,Balanced THC/CBD,0.277073767,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-tangie,Sour Tangie,4.556982343,Sativa,THC Dominant,1.082967994,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
wedding-pie,Wedding Pie,4.609756098,Hybrid,THC Dominant,-0.877776601,much more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
silver-haze,Silver Haze,4.119015048,Sativa,THC Dominant,0.78097702,more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ghost-og,Ghost OG,4.491776316,Hybrid,THC Dominant,-0.45043483,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-og,Lemon OG,4.27,Hybrid,THC Dominant,-0.282468947,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
black-mamba,Black Mamba,4.529166667,Indica,THC Dominant,-0.790365784,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
critical-kush,Critical Kush,4.419825073,Indica,THC Dominant,-0.849124656,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sherblato,Sherblato,4.294117647,Hybrid,Unknown,-0.45043483,,relaxed,,
death-star,Death Star,4.484543494,Indica,THC Dominant,-0.66865079,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
oreoz,Oreoz,4.666666667,Hybrid,Unknown,-0.178490067,,happy,,
acapulco-gold,Acapulco Gold,4.451367781,Sativa,THC Dominant,0.972011007,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
obama-runtz,Obama Runtz,4.576923077,Hybrid,Unknown,0.002806442,,euphoric,,
blue-diesel,Blue Diesel,4.309602649,Hybrid,THC Dominant,0.278692433,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-tahoe-cookies,White Tahoe Cookies,4.496402878,Indica,THC Dominant,-0.900789215,slightly more,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
afghani,Afghani,4.300476948,Indica,THC Dominant,-1.010691402,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
triangle-kush,Triangle Kush,4.532019704,Indica,THC Dominant,-0.571838742,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lilac-diesel,Lilac Diesel,4.623376623,Hybrid,THC Dominant,0.592640974,more,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
amnesia,Amnesia,4.172972973,Sativa,THC Dominant,0.530349561,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
pink-rozay,Pink Rozay,4.857142857,Indica,THC Dominant,-0.903676102,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
garanimals,Granimals,4.647058824,Indica,THC Dominant,-0.487184123,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
georgia-pie,Georgia Pie,4.653846154,Hybrid,THC Dominant,0.229427078,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
black-jack,Black Jack,4.388888889,Hybrid,THC Dominant,0.273160885,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
banana-punch,Banana Punch,4.571428571,Hybrid,THC Dominant,-0.102598505,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
duct-tape,Duct Tape,4.815533981,Hybrid,THC Dominant,-0.60414274,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
gelonade,Gelonade,4.647058824,Hybrid,Unknown,0.326550207,,relaxed,,
lemon-meringue,Lemon Meringue,4.623115578,Sativa,THC Dominant,1.399341731,slightly more,happy,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
mochi,Mochi,4.6,Hybrid,THC Dominant,-0.610402338,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
chocolope,Chocolope,4.266766021,Sativa,THC Dominant,1.140166946,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
italian-ice,Italian Ice,4.411764706,Hybrid,Unknown,-0.610402338,,relaxed,,
watermelon,Watermelon,4.395348837,Indica,THC Dominant,-0.800666722,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
afghan-kush,Afghan Kush,4.0025,Indica,THC Dominant,-0.679785835,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pineapple-upside-down-cake,Pineapple Upside Down Cake,4.484210526,Hybrid,THC Dominant,0.484375293,slightly more,happy,Ocimene,"Sweet, floral terpene that is commonly used in perfumes."
true-og,True OG,4.432323232,Indica,THC Dominant,-0.615422239,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
billy-kimber,Billy Kimber,4.655172414,Hybrid,THC Dominant,-0.541083085,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
orange-crush,Orange Crush,4.097142857,Hybrid,THC Dominant,0.80051108,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
key-lime-pie,Key Lime Pie,4.460674157,Hybrid,THC Dominant,-0.137240019,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
tangerine-dream,Tangerine Dream,4.278855975,Hybrid,THC Dominant,0.670513956,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
ogkb,OGKB,4.409836066,Hybrid,THC Dominant,-0.968424855,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
super-skunk,Super Skunk,4.181818182,Indica,THC Dominant,-0.477096082,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cotton-candy-kush,Cotton Candy,4.210466439,Hybrid,THC Dominant,0.02005784,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
kandy-kush,Kandy Kush,4.275310835,Hybrid,THC Dominant,-0.03241163,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
pink-lemonade,Pink Lemonade,4.523809524,Hybrid,THC Dominant,0.847882104,comparable,happy,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
